iter	RMSE
0	0.07344088796
1	0.07279480096
2	0.07217854679
3	0.07167277285
4	0.07109272412
5	0.07047675575
6	0.0698960872
7	0.06945412622
8	0.06909559232
9	0.06855484611
10	0.06810087132
11	0.06762516075
12	0.06711042113
13	0.06657128976
14	0.06622160346
15	0.06582614522
16	0.06534419602
17	0.06496833369
18	0.06440784483
19	0.06396465813
20	0.06355582516
21	0.06309102615
22	0.06269750726
23	0.06212553831
24	0.06175474119
25	0.06144000736
26	0.06099949714
27	0.06050519712
28	0.0600696806
29	0.05971992014
30	0.05935074486
31	0.05884388174
32	0.05839633348
33	0.05796868031
34	0.05751224845
35	0.05709762089
36	0.05679342626
37	0.05644333983
38	0.05604652196
39	0.05568988369
40	0.05535309408
41	0.055056938
42	0.05460162566
43	0.05425674117
44	0.05393626236
45	0.05357826766
46	0.05328328717
47	0.05291647989
48	0.0525777349
49	0.05219025112
50	0.05180997633
51	0.05149321613
52	0.05115152728
53	0.05078286813
54	0.05051135593
55	0.05021176851
56	0.04986226599
57	0.04950187837
58	0.04925377523
59	0.04895054643
60	0.04860620013
61	0.04827882519
62	0.04798355363
63	0.04763725142
64	0.04734540369
65	0.04702707484
66	0.04675583871
67	0.04647419146
68	0.0462278745
69	0.04601823763
70	0.04571300533
71	0.04539450702
72	0.04515022111
73	0.04490679529
74	0.04463970296
75	0.04433841142
76	0.04408220423
77	0.04386016152
78	0.04358815735
79	0.04332801318
80	0.04307628907
81	0.04278265326
82	0.04251322767
83	0.04229123914
84	0.04206261365
85	0.04180391834
86	0.04155479707
87	0.0412820361
88	0.04103774295
89	0.04081516078
90	0.0406056125
91	0.04042638358
92	0.0401199784
93	0.04005004221
94	0.03980990716
95	0.03959585485
96	0.03935633293
97	0.03915706506
98	0.03888313095
99	0.03866659758
100	0.03852376047
101	0.03828020653
102	0.03803730206
103	0.03780233753
104	0.03758238713
105	0.03737418454
106	0.03711628295
107	0.03685472829
108	0.03658962989
109	0.03648356405
110	0.03629320497
111	0.03611406973
112	0.035870655
113	0.03559139171
114	0.03542151555
115	0.03520742558
116	0.03504638922
117	0.0348717935
118	0.03463941578
119	0.03435358275
120	0.0341123803
121	0.03394165076
122	0.03375861066
123	0.03351041267
124	0.03329172545
125	0.03310199734
126	0.03289556763
127	0.03272782832
128	0.0325894074
129	0.03242298599
130	0.0322282028
131	0.03199855722
132	0.03178287193
133	0.0316393327
134	0.03141080324
135	0.03124198696
136	0.03105205791
137	0.03088575197
138	0.03074897747
139	0.03058299497
140	0.03039298614
141	0.03024255677
142	0.03005099723
143	0.02983322891
144	0.02965062693
145	0.02948104053
146	0.0293110339
147	0.02914549781
148	0.02902071554
149	0.02886937117
150	0.02873748533
151	0.02850998615
152	0.02829865657
153	0.02817060558
154	0.0279930872
155	0.02782626704
156	0.02767679154
157	0.02749823636
158	0.02735036643
159	0.02723258667
160	0.02702614206
161	0.02693783663
162	0.0268548595
163	0.02672896685
164	0.0265239627
165	0.02634121926
166	0.02620215025
167	0.02603157817
168	0.02585937922
169	0.02571587921
170	0.025557178
171	0.02546825151
172	0.02531025605
173	0.02518799339
174	0.02499488319
175	0.02485317665
176	0.02476117784
177	0.02465684762
178	0.0245037418
179	0.02435940781
180	0.02419828593
181	0.02407592725
182	0.0239830655
183	0.0238203922
184	0.02365481504
185	0.02354639349
186	0.02342057912
187	0.02325901422
188	0.02313785087
189	0.02302588674
190	0.02288049652
191	0.02277909279
192	0.02266094868
193	0.02251225047
194	0.02239774492
195	0.02226875675
196	0.02212747784
197	0.02198139293
198	0.02182583501
199	0.02168914079
200	0.02153696063
201	0.02139668458
202	0.02126454232
203	0.02120444218
204	0.02105418793
205	0.02091361604
206	0.02077086884
207	0.02058683269
208	0.02042068135
209	0.0203010877
210	0.02014898056
211	0.02005260954
212	0.01990845295
213	0.01978232145
214	0.01966297917
215	0.01955064976
216	0.01942610943
217	0.01936518344
218	0.01925312753
219	0.01913701562
220	0.01902109123
221	0.01893950992
222	0.018821524
223	0.01874592461
224	0.01862835922
225	0.01849894729
226	0.01843315335
227	0.01829705437
228	0.01820249268
229	0.01813971714
230	0.01801339866
231	0.01790655835
232	0.01780156416
233	0.01773033982
234	0.01762097667
235	0.01751294745
236	0.01741806923
237	0.01731007669
238	0.0172038966
239	0.01709703208
240	0.01699347147
241	0.01689592322
242	0.01676682118
243	0.01668160302
244	0.01658283264
245	0.01651633161
246	0.01644367077
247	0.01632128599
248	0.01622370446
249	0.01616562782
250	0.01604768901
251	0.01598600851
252	0.01586607037
253	0.01575343264
254	0.01563641299
255	0.01557183329
256	0.01548745247
257	0.01540313417
258	0.01530462
259	0.01520851398
260	0.01515927862
261	0.01505423479
262	0.01496588582
263	0.01487140951
264	0.01477825732
265	0.01469189255
266	0.01459215027
267	0.01449487995
268	0.01442612212
269	0.01436807779
270	0.01428499228
271	0.01419674436
272	0.01413899044
273	0.01404360507
274	0.01398255174
275	0.01388940012
276	0.01381270287
277	0.01372249653
278	0.01366588112
279	0.01358789829
280	0.01350420648
281	0.0134275135
282	0.01337321023
283	0.01331982511
284	0.01326734318
285	0.01320947995
286	0.01315846805
287	0.01307567835
288	0.01302773812
289	0.01297860052
290	0.01290650107
291	0.01285861086
292	0.0128115419
293	0.01273500936
294	0.0126891616
295	0.01261729065
296	0.0125748848
297	0.01253083007
298	0.01246073049
299	0.01242002467
300	0.0123776986
301	0.01230931772
302	0.01226807063
303	0.0122009974
304	0.0121608034
305	0.01212325706
306	0.01208433036
307	0.0120460847
308	0.01200850832
309	0.01194401921
310	0.01190907845
311	0.01184619675
312	0.0117710707
313	0.01174129241
314	0.01170784421
315	0.01167495242
316	0.01160708527
317	0.01153402971
318	0.01150299701
319	0.01147131668
320	0.01140169401
321	0.01137081736
322	0.01130563287
323	0.01125285479
324	0.01118300248
325	0.01115347862
326	0.01112444712
327	0.01110038818
328	0.01103461824
329	0.01097266796
330	0.01091165164
331	0.01085155548
332	0.01078810852
333	0.01072523114
334	0.0106668212
335	0.01060929731
336	0.01054829093
337	0.01048827555
338	0.01042840578
339	0.0103728666
340	0.01031817669
341	0.01025998629
342	0.01020647719
343	0.01014958409
344	0.01009340729
345	0.01003400596
346	0.009987276191
347	0.009929167101
348	0.009878190521
349	0.009824694217
350	0.009779400965
351	0.009726066398
352	0.009670425949
353	0.009626080699
354	0.009577494579
355	0.009533951639
356	0.009486441731
357	0.009443686992
358	0.009401400919
359	0.009348305436
360	0.009297930353
361	0.009248410945
362	0.009207210984
363	0.009166464831
364	0.009115376754
365	0.009067389001
366	0.009027494551
367	0.008988041296
368	0.00893858987
369	0.008892083864
370	0.008853453166
371	0.008815251494
372	0.008767385792
373	0.008729808514
374	0.008684906498
375	0.008647916549
376	0.008611339665
377	0.008574659024
378	0.008528888287
379	0.008493123902
380	0.008450140041
381	0.008414934417
382	0.008380125203
383	0.008336007352
384	0.008296759567
385	0.008262792322
386	0.008221477071
387	0.008188041215
388	0.008154984193
389	0.00811468595
390	0.008072644177
391	0.008040275237
392	0.008001066529
393	0.007969202578
394	0.007928512691
395	0.007897176759
396	0.007860154736
397	0.00782929953
398	0.007798798527
399	0.007761209855
400	0.007731184619
401	0.007695328254
402	0.007665765398
403	0.007636544269
404	0.007600154385
405	0.0075624931
406	0.007533877071
407	0.007505593583
408	0.00747029707
409	0.007412904974
410	0.007355965489
411	0.007299757201
412	0.0072442701
413	0.007189744352
414	0.007135659915
415	0.007090920169
416	0.0070467273
417	0.007020520534
418	0.006980656182
419	0.006941315151
420	0.006905062147
421	0.006862300467
422	0.006824048421
423	0.006786297421
424	0.006749040403
425	0.00670245046
426	0.006667801478
427	0.006626879333
428	0.006581485717
429	0.006541343459
430	0.006515173857
431	0.006478074805
432	0.006452442436
433	0.006427138284
434	0.006402157817
435	0.006377496574
436	0.006341611074
437	0.006317455036
438	0.006293606964
439	0.006270062643
440	0.006235151342
441	0.006212088533
442	0.006189318818
443	0.006155066335
